116249,Rolling Hand Backward,37
12291,Rolling Hand Backward,37
17175,Doing other things,38
122346,Pushing Hand Away,37
55748,Sliding Two Fingers Right,37
99641,Swiping Left,37
58887,Rolling Hand Forward,37
98082,Pulling Hand In,37
33570,Swiping Left,31
63311,Swiping Left,36
69609,Sliding Two Fingers Left,36
134211,Zooming In With Two Fingers,37
102191,Zooming In With Two Fingers,37
16994,Pushing Two Fingers Away,37
121413,Zooming Out With Two Fingers,37
147852,Rolling Hand Backward,38
45990,Swiping Down,36
108598,Thumb Up,37
99963,Sliding Two Fingers Down,37
6202,Stop Sign,37
76867,Doing other things,37
60252,Pushing Hand Away,37
116328,Sliding Two Fingers Right,37
44901,Zooming Out With Two Fingers,37
37485,Stop Sign,33
40697,Thumb Up,36
8596,Sliding Two Fingers Up,38
129320,Pulling Two Fingers In,37
124080,Swiping Down,37
72639,Shaking Hand,37
2469,Swiping Down,37
21351,No gesture,37
48496,Zooming In With Full Hand,32
16185,Drumming Fingers,37
124399,Swiping Down,36
14887,Stop Sign,36
122556,Stop Sign,35
140757,Zooming In With Two Fingers,37
48258,Turning Hand Clockwise,37
141268,Pushing Hand Away,35
57278,Sliding Two Fingers Left,37
78830,Zooming In With Two Fingers,36
81606,Rolling Hand Forward,37
36110,Drumming Fingers,37
88311,Pushing Two Fingers Away,37
95217,Thumb Up,37
77268,Sliding Two Fingers Up,37
70145,Zooming In With Full Hand,35
83654,Sliding Two Fingers Left,37
59658,Sliding Two Fingers Down,37
25916,Zooming Out With Full Hand,37
26695,Stop Sign,33
7719,Pulling Two Fingers In,32
130388,No gesture,36
112863,Swiping Down,34
87413,Swiping Right,38
124970,Pulling Hand In,33
133146,Doing other things,37
123608,Pushing Two Fingers Away,42
36825,Rolling Hand Backward,32
34974,Zooming In With Full Hand,37
53268,Zooming Out With Full Hand,37
50718,Sliding Two Fingers Left,34
31525,Sliding Two Fingers Up,38
44728,Stop Sign,35
121678,Swiping Up,37
137514,Swiping Left,37
114783,Thumb Up,34
73269,Pushing Two Fingers Away,37
57554,Pulling Hand In,31
13177,No gesture,37
138296,Pulling Two Fingers In,37
117728,Doing other things,37
98981,Sliding Two Fingers Down,33
7914,Pulling Two Fingers In,33
88807,Pushing Hand Away,37
97040,Pulling Two Fingers In,37
108619,Thumb Up,36
89416,No gesture,37
5740,Rolling Hand Forward,37
114547,No gesture,36
25763,Drumming Fingers,34
57277,Zooming In With Full Hand,37
55789,Swiping Down,36
56534,Drumming Fingers,36
15440,Sliding Two Fingers Down,36
126719,Sliding Two Fingers Up,37
3905,Rolling Hand Forward,37
113507,Doing other things,37
117087,Rolling Hand Backward,35
126556,Doing other things,37
62001,Thumb Up,36
12040,Swiping Left,36
94885,Doing other things,37
63974,Pushing Two Fingers Away,40
124383,Thumb Down,38
123197,Rolling Hand Forward,37
21473,Stop Sign,37
115605,Rolling Hand Forward,36
127544,Sliding Two Fingers Left,37
68784,Shaking Hand,37
26279,Doing other things,37
30555,Doing other things,34
441,Sliding Two Fingers Up,37
72769,Zooming In With Two Fingers,32
42115,Pulling Hand In,32
72447,Sliding Two Fingers Left,35
31365,Drumming Fingers,37
87018,Sliding Two Fingers Right,37
58113,Sliding Two Fingers Up,37
81191,Zooming Out With Full Hand,37
69666,Turning Hand Counterclockwise,34
110921,Pushing Hand Away,37
82097,Doing other things,37
91812,Zooming In With Full Hand,33
142012,Swiping Up,37
86291,Zooming In With Full Hand,38
86033,Drumming Fingers,34
57774,Turning Hand Clockwise,37
92863,No gesture,35
76488,Pushing Two Fingers Away,37
69622,Rolling Hand Forward,37
9199,Pushing Hand Away,38
80593,Turning Hand Clockwise,32
140797,Sliding Two Fingers Down,37
83263,Swiping Left,37
38358,Zooming In With Two Fingers,37
124240,Swiping Right,37
78605,Drumming Fingers,37
92002,Shaking Hand,35
27826,Doing other things,34
61271,Doing other things,38
147804,Stop Sign,37
33197,Sliding Two Fingers Up,34
48742,Shaking Hand,36
25868,Doing other things,37
79219,Swiping Down,37
88299,Doing other things,37
85173,Thumb Up,38
34632,Sliding Two Fingers Left,32
8296,Pulling Two Fingers In,33
18189,Sliding Two Fingers Left,37
146323,Swiping Down,35
119487,Stop Sign,34
80180,Pushing Two Fingers Away,37
115566,Turning Hand Counterclockwise,38
19239,Sliding Two Fingers Down,34
92337,Zooming In With Full Hand,37
107679,Turning Hand Counterclockwise,37
93736,Sliding Two Fingers Up,37
136890,Pushing Two Fingers Away,37
102202,Thumb Up,36
136831,Zooming Out With Full Hand,37
85691,Sliding Two Fingers Up,37
81236,Sliding Two Fingers Right,37
10711,Shaking Hand,34
115445,Swiping Up,37
56351,Turning Hand Counterclockwise,36
17425,No gesture,37
60729,Drumming Fingers,32
53886,Pushing Two Fingers Away,34
129343,Pulling Hand In,36
75099,Sliding Two Fingers Up,37
11115,Thumb Up,37
38691,Zooming Out With Two Fingers,34
61688,Drumming Fingers,37
28092,Doing other things,35
72158,Swiping Up,32
144546,Doing other things,37
22716,Sliding Two Fingers Down,37
87025,Doing other things,37
53329,Zooming Out With Two Fingers,35
84713,Swiping Right,35
101684,Pushing Hand Away,38
42701,Doing other things,37
118069,Zooming In With Full Hand,36
109233,Turning Hand Clockwise,37
56359,Stop Sign,37
121447,Doing other things,38
135588,Stop Sign,38
136312,Zooming In With Two Fingers,38
75270,Stop Sign,34
84608,Zooming Out With Two Fingers,37
22343,Sliding Two Fingers Right,38
40028,Pushing Hand Away,35
20131,Zooming In With Full Hand,37
144476,Shaking Hand,35
44708,Doing other things,34
90768,Rolling Hand Backward,32
146962,Pulling Hand In,36
3165,Sliding Two Fingers Up,35
71164,Stop Sign,37
85286,Turning Hand Counterclockwise,37
11785,Zooming In With Two Fingers,37
41490,Drumming Fingers,30
14148,Sliding Two Fingers Right,32
37094,Pushing Hand Away,37
20629,Drumming Fingers,37
140579,Sliding Two Fingers Up,37
146625,Drumming Fingers,37
6175,Sliding Two Fingers Right,38
25476,Swiping Down,36
132905,Zooming Out With Two Fingers,37
14691,Thumb Up,37
70573,Shaking Hand,34
40822,Doing other things,34
27690,Doing other things,35
74601,Sliding Two Fingers Left,37
30733,Stop Sign,37
50386,Swiping Up,33
35012,No gesture,32
62733,Sliding Two Fingers Down,36
10394,Doing other things,38
116605,Shaking Hand,36
72339,Shaking Hand,37
71683,Thumb Down,34
54677,Swiping Left,37
48450,Rolling Hand Forward,37
146423,Shaking Hand,33
22486,Zooming In With Two Fingers,37
48740,Pushing Two Fingers Away,36
134293,Doing other things,37
85885,Turning Hand Clockwise,37
45311,Swiping Down,37
53831,Swiping Up,37
76942,Pulling Two Fingers In,37
119690,Doing other things,23
65893,No gesture,37
48230,Rolling Hand Backward,35
109314,Zooming Out With Full Hand,37
40720,Swiping Left,38
12023,Zooming Out With Two Fingers,35
16606,No gesture,37
130671,Zooming In With Full Hand,37
134098,Sliding Two Fingers Down,37
100939,Doing other things,32
80523,Sliding Two Fingers Right,37
134744,Doing other things,37
137535,No gesture,36
40114,Rolling Hand Forward,35
48143,Drumming Fingers,33
40743,Sliding Two Fingers Left,37
18552,Sliding Two Fingers Up,32
99774,Rolling Hand Forward,36
143300,Rolling Hand Backward,37
44810,Shaking Hand,33
137190,Pulling Two Fingers In,36
12177,Thumb Down,36
47827,Swiping Up,36
6654,Rolling Hand Backward,37
116246,Zooming Out With Two Fingers,35
136896,Drumming Fingers,36
12119,Turning Hand Clockwise,37
64331,Turning Hand Counterclockwise,37
25025,Pushing Hand Away,37
80803,Zooming Out With Full Hand,38
62586,Thumb Up,38
28417,Rolling Hand Forward,35
81928,Doing other things,37
136454,Zooming Out With Full Hand,38
145203,Swiping Right,36
42123,Turning Hand Clockwise,33
112286,Doing other things,37
114755,Thumb Down,37
26237,Pulling Hand In,37
18181,Zooming Out With Two Fingers,37
46276,Sliding Two Fingers Left,37
69457,Pulling Two Fingers In,36
64067,Swiping Down,37
39823,Turning Hand Counterclockwise,37
58273,Doing other things,37
37325,Pulling Hand In,37
36638,Swiping Up,37
118073,Shaking Hand,35
124643,Thumb Down,36
99623,Swiping Left,37
21103,Sliding Two Fingers Right,38
111477,Swiping Right,35
74350,Doing other things,33
75981,Sliding Two Fingers Right,34
97532,Swiping Down,37
127972,Doing other things,35
142081,Sliding Two Fingers Down,37
61844,Thumb Up,36
105938,Zooming Out With Two Fingers,38
144564,No gesture,37
115634,Doing other things,37
47437,Doing other things,37
83206,Sliding Two Fingers Up,37
123973,No gesture,35
49627,Turning Hand Counterclockwise,37
117790,Thumb Down,32
61033,Sliding Two Fingers Down,36
130125,No gesture,34
113822,Rolling Hand Forward,37
73997,Thumb Up,37
76515,Doing other things,32
98027,Zooming Out With Full Hand,36
69084,Turning Hand Clockwise,37
78497,Pushing Two Fingers Away,36
25538,Turning Hand Counterclockwise,37
120027,Stop Sign,30
14996,Sliding Two Fingers Left,33
21114,Swiping Right,36
98687,Doing other things,37
60570,Swiping Right,36
38720,Sliding Two Fingers Down,36
47874,Zooming In With Full Hand,37
82661,Zooming In With Two Fingers,37
91779,Sliding Two Fingers Right,36
112272,Zooming Out With Two Fingers,37
105115,Swiping Left,33
84339,Doing other things,37
25388,Thumb Up,33
34133,Zooming In With Two Fingers,38
85041,Rolling Hand Backward,36
107511,Pulling Hand In,36
7490,Stop Sign,38
13132,Sliding Two Fingers Up,36
44120,Thumb Up,34
31455,Sliding Two Fingers Right,34
15022,Swiping Down,37
53694,Turning Hand Clockwise,37
137093,Pushing Two Fingers Away,35
43669,Zooming Out With Two Fingers,37
13490,Rolling Hand Backward,37
130735,No gesture,37
26664,Rolling Hand Forward,37
115694,Pushing Two Fingers Away,37
120014,Stop Sign,34
81037,Zooming Out With Two Fingers,36
52084,Zooming In With Two Fingers,32
9024,Swiping Down,36
137453,Turning Hand Counterclockwise,33
107369,Doing other things,37
125550,Doing other things,37
93271,Zooming In With Full Hand,35
60232,No gesture,37
48869,Thumb Down,35
84284,Zooming In With Full Hand,35
38264,Zooming In With Full Hand,37
124032,Turning Hand Clockwise,37
90901,Turning Hand Counterclockwise,37
44659,Shaking Hand,37
84735,Pushing Two Fingers Away,36
72148,Pulling Hand In,37
36096,Stop Sign,36
100526,Stop Sign,37
115635,Zooming In With Two Fingers,36
93290,Rolling Hand Backward,36
10513,Doing other things,36
120080,Drumming Fingers,37
76025,Turning Hand Clockwise,37
26109,Pushing Two Fingers Away,36
85642,Swiping Left,37
119689,Swiping Up,37
8157,Pulling Two Fingers In,36
128664,Zooming In With Two Fingers,40
115040,Thumb Down,37
119430,Pushing Hand Away,39
103012,Doing other things,36
8691,Sliding Two Fingers Left,33
24337,Rolling Hand Backward,36
43301,Zooming In With Full Hand,37
45460,Pushing Hand Away,37
122056,Stop Sign,33
123378,Stop Sign,36
14940,Swiping Right,37
89167,Doing other things,37
51191,Swiping Down,36
122201,Stop Sign,37
50491,Pushing Two Fingers Away,36
6036,Sliding Two Fingers Up,37
54064,Thumb Down,36
90190,Swiping Down,37
110415,Doing other things,37
57710,Thumb Up,36
78871,Rolling Hand Forward,33
52552,Thumb Up,39
139169,Pulling Hand In,37
83629,Zooming In With Full Hand,34
80032,Turning Hand Counterclockwise,35
109174,Swiping Up,35
14727,Turning Hand Counterclockwise,37
60897,Zooming In With Two Fingers,36
122729,Turning Hand Clockwise,36
39872,Sliding Two Fingers Left,37
80435,Zooming In With Full Hand,34
87943,Pushing Hand Away,37
101586,Doing other things,31
11389,Zooming Out With Two Fingers,37
124971,No gesture,37
73494,Swiping Up,36
56090,Sliding Two Fingers Left,37
146868,Stop Sign,32
57216,Drumming Fingers,38
131004,Rolling Hand Forward,37
7987,Pulling Two Fingers In,34
98785,Rolling Hand Backward,33
137464,Pulling Hand In,35
73850,Zooming Out With Two Fingers,37
74154,Sliding Two Fingers Left,37
96298,Pulling Hand In,37
5513,Pushing Two Fingers Away,37
105470,Thumb Up,36
95646,Sliding Two Fingers Up,35
91621,Rolling Hand Forward,34
124622,Sliding Two Fingers Up,37
130938,Doing other things,36
103393,Zooming Out With Full Hand,37
64435,Zooming In With Two Fingers,36
32605,No gesture,37
146217,Swiping Left,37
129455,Shaking Hand,38
123414,Shaking Hand,37
111419,Sliding Two Fingers Right,37
10892,Sliding Two Fingers Left,36
98544,Drumming Fingers,37
100373,Thumb Up,32
146797,No gesture,37
111703,Pushing Two Fingers Away,38
138255,Zooming Out With Full Hand,37
14275,Shaking Hand,37
19150,Drumming Fingers,38
121454,Pulling Two Fingers In,37
97142,Pushing Two Fingers Away,37
45072,Zooming In With Two Fingers,37
41606,Rolling Hand Backward,37
98896,Thumb Down,37
64119,Sliding Two Fingers Down,37
3596,Sliding Two Fingers Left,37
71804,Swiping Left,34
140799,Pushing Two Fingers Away,37
101585,Thumb Down,37
118653,Pushing Two Fingers Away,36
134710,No gesture,34
13519,Shaking Hand,37
145874,Swiping Up,36
54670,Swiping Right,35
132927,Zooming In With Full Hand,33
22890,Doing other things,36
70956,Stop Sign,37
122053,Zooming Out With Full Hand,37
81135,Pulling Two Fingers In,37
27821,Zooming In With Full Hand,37
17467,Zooming In With Full Hand,35
106749,Thumb Up,35
43567,Doing other things,37
108382,Doing other things,37
29446,Sliding Two Fingers Down,37
143458,Pulling Hand In,33
40855,Rolling Hand Forward,38
66468,Swiping Down,36
123461,Sliding Two Fingers Left,37
38349,Swiping Left,36
112756,Thumb Down,36
76640,Sliding Two Fingers Left,38
27117,Shaking Hand,35
120463,Swiping Up,37
12822,No gesture,32
45966,Pushing Hand Away,38
132526,Pulling Hand In,33
6279,Rolling Hand Forward,37
79131,Sliding Two Fingers Left,37
92112,Pulling Two Fingers In,37
139734,Swiping Left,36
136479,Drumming Fingers,35
28285,Pulling Hand In,38
97038,Sliding Two Fingers Up,37
36228,Swiping Up,36
110367,Sliding Two Fingers Left,39
132110,Pulling Two Fingers In,37
71584,Turning Hand Counterclockwise,33
49824,Sliding Two Fingers Left,39
120991,Pulling Hand In,37
132754,Thumb Up,23
124560,Zooming Out With Two Fingers,33
37581,Pushing Two Fingers Away,35
18774,Thumb Down,37
106703,Pulling Two Fingers In,35
66889,Rolling Hand Backward,37
3567,Doing other things,34
61897,Pulling Two Fingers In,35
50091,Pushing Two Fingers Away,36
40498,Rolling Hand Forward,36
48379,Stop Sign,33
12469,Swiping Left,36
129145,No gesture,36
114622,No gesture,38
147825,Zooming Out With Full Hand,37
143849,Swiping Right,36
88590,Zooming Out With Two Fingers,33
75827,Stop Sign,28
50931,Sliding Two Fingers Down,32
66922,Sliding Two Fingers Down,38
112551,Shaking Hand,37
109377,Doing other things,37
177,Thumb Down,37
114845,Thumb Up,37
15270,Swiping Up,37
96128,Sliding Two Fingers Up,37
103633,No gesture,37
76208,Doing other things,37
49827,Zooming In With Two Fingers,37
74687,Doing other things,32
87293,Turning Hand Counterclockwise,35
26374,Zooming In With Two Fingers,37
7528,Rolling Hand Forward,33
75410,Turning Hand Clockwise,37
37197,Swiping Right,36
129113,Doing other things,37
120970,Rolling Hand Forward,36
58450,Doing other things,36
64482,Pushing Hand Away,33
49882,Zooming Out With Two Fingers,37
67048,Thumb Up,33
110888,Doing other things,37
14106,Doing other things,37
23274,Thumb Down,36
127896,Thumb Down,38
31343,Pulling Two Fingers In,36
34223,Drumming Fingers,36
5767,Shaking Hand,36
117978,Thumb Up,37
39423,Zooming In With Full Hand,37
143182,Rolling Hand Forward,38
130538,No gesture,29
25172,Sliding Two Fingers Left,37
92948,Turning Hand Clockwise,33
80621,Thumb Up,36
73595,Swiping Left,33
92410,Zooming Out With Full Hand,36
10958,Swiping Down,33
28665,Pulling Hand In,35
36080,Zooming In With Full Hand,37
12836,Pulling Two Fingers In,37
71515,Pulling Hand In,31
137985,Doing other things,38
92758,Shaking Hand,38
114886,Doing other things,36
135117,Thumb Down,37
66073,Sliding Two Fingers Down,33
84372,Swiping Down,37
88064,Pulling Hand In,37
67641,Swiping Down,38
30276,Pushing Hand Away,37
134096,Shaking Hand,32
77365,Sliding Two Fingers Up,34
109178,Stop Sign,36
95521,Zooming Out With Full Hand,34
63013,Shaking Hand,37
95044,Doing other things,33
89586,Sliding Two Fingers Up,38
45417,Zooming In With Two Fingers,33
14596,Swiping Left,36
66194,Drumming Fingers,33
31313,Doing other things,37
4228,Rolling Hand Backward,36
93006,Rolling Hand Forward,32
2920,Thumb Down,33
65873,Sliding Two Fingers Left,34
138356,Thumb Down,39
97014,Swiping Left,38
55538,Swiping Down,37
54213,Pulling Hand In,37
40302,Pulling Hand In,35
133223,Turning Hand Clockwise,35
80582,Doing other things,35
6136,Zooming Out With Two Fingers,37
21723,Pulling Two Fingers In,37
111255,Pushing Two Fingers Away,37
88153,Swiping Down,38
128552,Shaking Hand,36
73426,Pushing Two Fingers Away,38
5937,Pushing Two Fingers Away,34
122417,Pushing Hand Away,37
135203,Pulling Hand In,41
93551,Sliding Two Fingers Left,36
8965,Swiping Right,37
22423,Turning Hand Clockwise,36
143528,Pushing Hand Away,37
128445,Stop Sign,37
17362,Zooming Out With Full Hand,33
10499,Swiping Up,36
70980,Zooming Out With Full Hand,37
132123,Swiping Left,32
66231,Zooming In With Full Hand,37
92522,Pulling Hand In,37
122577,Sliding Two Fingers Up,34
116550,Doing other things,37
34915,No gesture,37
4211,Swiping Left,36
99735,Swiping Left,37
84458,Swiping Down,36
39286,Sliding Two Fingers Right,37
35369,Swiping Down,37
128959,Pulling Two Fingers In,37
59353,Sliding Two Fingers Up,37
37698,Thumb Down,35
127895,Sliding Two Fingers Right,37
135997,Thumb Up,37
4208,Thumb Down,37
69170,Drumming Fingers,37
68445,Pulling Two Fingers In,36
68420,Rolling Hand Forward,37
34008,Pushing Two Fingers Away,37
85523,Zooming In With Two Fingers,37
14367,Swiping Right,38
52967,No gesture,38
39753,Rolling Hand Backward,34
138680,Pushing Hand Away,37
130649,Swiping Up,36
113546,Zooming In With Two Fingers,38
60154,Zooming In With Two Fingers,35
39125,Sliding Two Fingers Left,37
78082,Swiping Down,33
37302,Swiping Down,36
63799,Pulling Hand In,37
104083,Stop Sign,37
57805,Doing other things,36
145244,Stop Sign,37
10977,Rolling Hand Backward,35
97894,Pulling Hand In,34
79864,Stop Sign,37
42806,Pulling Two Fingers In,36
74469,Stop Sign,37
88856,Sliding Two Fingers Right,37
55551,Pushing Two Fingers Away,36
119792,Shaking Hand,37
121434,Sliding Two Fingers Down,32
121543,Swiping Down,37
110356,Doing other things,34
7930,Zooming Out With Full Hand,32
115802,Pulling Two Fingers In,35
19669,Thumb Down,35
142653,Shaking Hand,37
11094,Doing other things,36
31095,Pushing Hand Away,33
40989,Zooming Out With Full Hand,33
114401,Pulling Hand In,36
44607,Sliding Two Fingers Left,38
147752,Sliding Two Fingers Up,35
14703,Zooming In With Full Hand,36
110969,Zooming Out With Full Hand,35
131951,Rolling Hand Backward,37
72127,Swiping Up,37
126889,Doing other things,34
7144,Sliding Two Fingers Down,35
38117,Sliding Two Fingers Down,32
92569,Pushing Hand Away,37
142581,Zooming Out With Two Fingers,36
21529,Zooming Out With Full Hand,33
107224,Rolling Hand Forward,38
114513,Thumb Up,37
131882,Zooming In With Two Fingers,36
30628,Thumb Up,38
33481,Thumb Down,37
112675,Swiping Left,35
118364,Swiping Right,37
123484,Sliding Two Fingers Up,35
101170,Stop Sign,37
104196,Swiping Left,37
117323,Thumb Down,37
13820,Pulling Two Fingers In,36
4294,Zooming In With Full Hand,36
60955,Swiping Left,36
128876,Sliding Two Fingers Right,33
99208,Swiping Down,36
7450,Rolling Hand Backward,38
82086,Doing other things,37
93990,Zooming In With Full Hand,33
12843,Swiping Left,37
119502,No gesture,37
122133,Swiping Up,37
142421,Shaking Hand,37
144517,Shaking Hand,34
27865,Sliding Two Fingers Left,37
24831,Thumb Up,37
133262,Swiping Right,30
73453,Turning Hand Counterclockwise,36
36156,Zooming In With Two Fingers,38
31051,Doing other things,38
90661,Zooming In With Two Fingers,37
83328,Pulling Two Fingers In,38
111547,Thumb Down,37
87174,Swiping Up,37
111382,Zooming Out With Two Fingers,37
38641,Doing other things,44
140487,Zooming Out With Two Fingers,33
14054,Doing other things,37
78991,No gesture,37
116489,Doing other things,35
39436,Drumming Fingers,37
128115,Zooming In With Full Hand,37
70501,Zooming Out With Full Hand,33
22480,Doing other things,38
130761,Doing other things,37
9539,No gesture,37
109032,Sliding Two Fingers Down,36
94367,Pushing Hand Away,37
30068,Rolling Hand Backward,37
138740,Zooming In With Full Hand,37
93134,Sliding Two Fingers Right,32
48597,Thumb Up,38
134232,Shaking Hand,35
81339,Pushing Hand Away,37
63829,Sliding Two Fingers Right,36
85279,Pulling Two Fingers In,37
50883,Doing other things,39
10186,Stop Sign,37
120963,Sliding Two Fingers Left,36
27793,Pulling Hand In,36
94106,Doing other things,37
45925,Thumb Down,36
134847,Zooming In With Full Hand,37
66442,Zooming In With Two Fingers,37
29779,Sliding Two Fingers Right,37
123389,Swiping Left,35
107979,Turning Hand Counterclockwise,27
132027,Pulling Two Fingers In,37
60451,Turning Hand Counterclockwise,34
106908,Doing other things,36
43180,Zooming Out With Full Hand,37
53692,Swiping Right,37
134213,Drumming Fingers,38
141778,Stop Sign,37
86489,Turning Hand Counterclockwise,37
73359,Pushing Hand Away,34
74058,Sliding Two Fingers Down,35
132686,Sliding Two Fingers Right,36
76015,Doing other things,36
57786,Pushing Hand Away,35
82606,Sliding Two Fingers Right,39
39020,Swiping Right,35
137787,No gesture,37
143188,Thumb Up,32
58129,Sliding Two Fingers Left,37
44818,Zooming In With Full Hand,36
48122,Swiping Right,36
6613,Pulling Two Fingers In,37
110194,Stop Sign,37
140833,Doing other things,36
61132,Swiping Down,36
58919,Sliding Two Fingers Down,31
69363,Pushing Hand Away,37
142490,Thumb Down,37
23725,Sliding Two Fingers Left,37
14823,Sliding Two Fingers Up,37
57931,Sliding Two Fingers Up,35
108644,Sliding Two Fingers Right,37
73944,Swiping Down,37
83506,Zooming In With Two Fingers,38
128022,Doing other things,37
17192,Doing other things,37
21361,Shaking Hand,37
42565,Thumb Down,37
42761,No gesture,36
44512,Thumb Down,37
144351,Zooming In With Two Fingers,36
47964,Pulling Two Fingers In,35
43001,Turning Hand Counterclockwise,37
56456,Sliding Two Fingers Left,37
115389,Pulling Two Fingers In,37
94495,Pushing Hand Away,37
44697,Sliding Two Fingers Left,35
16898,Stop Sign,33
10263,Sliding Two Fingers Down,36
145096,Shaking Hand,37
129907,Swiping Right,37
117658,Sliding Two Fingers Up,37
104517,Pulling Two Fingers In,37
78116,Doing other things,35
24783,Zooming In With Two Fingers,37
42114,Sliding Two Fingers Right,37
58951,Sliding Two Fingers Left,37
49462,Pushing Hand Away,37
80400,Rolling Hand Backward,36
108340,Zooming In With Full Hand,36
34329,Rolling Hand Backward,36
46428,Doing other things,34
23662,Thumb Up,33
24180,Rolling Hand Backward,37
71137,Drumming Fingers,37
145970,Zooming In With Full Hand,37
97285,Zooming Out With Full Hand,37
140312,Sliding Two Fingers Down,37
54211,Stop Sign,36
69182,Turning Hand Clockwise,37
139507,Swiping Right,36
78609,Drumming Fingers,36
117493,Swiping Down,38
56599,Zooming Out With Two Fingers,36
42789,Doing other things,37
105009,Sliding Two Fingers Right,34
32643,Stop Sign,37
40075,Zooming Out With Full Hand,37
45355,Rolling Hand Forward,37
113494,Zooming Out With Two Fingers,36
31810,Rolling Hand Forward,37
62450,Thumb Down,37
141249,Drumming Fingers,37
37609,Zooming In With Full Hand,37
113980,Zooming In With Full Hand,37
5372,Swiping Up,37
98043,Doing other things,36
18037,Doing other things,37
138963,Zooming Out With Two Fingers,37
50112,Pushing Hand Away,37
1381,Doing other things,36
2052,Swiping Left,36
21807,Pushing Two Fingers Away,35
22615,Drumming Fingers,37
826,Swiping Right,36
67655,Doing other things,37
122649,Swiping Right,36
117595,Pulling Hand In,34
133642,Swiping Left,37
142371,Sliding Two Fingers Up,36
132839,Stop Sign,36
11099,Shaking Hand,37
73806,Swiping Down,35
35688,Swiping Down,35
120542,Pulling Hand In,37
20767,Swiping Down,37
34038,Pushing Hand Away,36
104575,Swiping Up,36
116035,Doing other things,37
128241,Pushing Two Fingers Away,37
70879,Pushing Two Fingers Away,37
79300,Shaking Hand,35
105963,Pushing Hand Away,36
99994,Doing other things,36
144923,Thumb Up,38
69966,Rolling Hand Forward,36
101527,Zooming Out With Two Fingers,38
29896,Drumming Fingers,36
21335,Swiping Down,37
48716,Pulling Hand In,36
132231,Doing other things,32
141034,Swiping Down,33
41601,Pulling Hand In,34
83300,Zooming Out With Full Hand,37
70136,Pulling Hand In,37
114672,Pulling Two Fingers In,34
58693,Sliding Two Fingers Right,36
28813,Shaking Hand,36
137295,Swiping Left,36
40985,Zooming Out With Two Fingers,33
32457,Stop Sign,37
45326,No gesture,37
49683,Swiping Up,37
35125,Turning Hand Counterclockwise,37
