72JYK,Someone is going from standing to sitting,62,198
72JYK,Holding a laptop,100,575
72JYK,Working/Playing on a laptop,192,575
72JYK,Someone is eating something,100,575
72JYK,Sitting on the floor,100,575
BDFDE,Sitting in a chair,175,525
BDFDE,Someone is going from standing to sitting,129,267
BDFDE,Taking/consuming some medicine,415,525
BDFDE,Drinking from a cup/glass/bottle,492,525
BDFDE,Holding a cup/glass/bottle of something,252,525
H6N4Z,Opening a closet/cabinet,0,171
H6N4Z,Putting something on a shelf,165,299
H6N4Z,Holding a phone/camera,0,695
H6N4Z,Putting clothes somewhere,165,301
H6N4Z,Tidying up a closet/cabinet,69,695
H6N4Z,Playing with a phone/camera,0,695
OBTP8,Opening a door,84,282
OBTP8,Holding a box,429,584
OBTP8,Watching something/someone/themselves in a mirror,220,423
OBTP8,Walking through a doorway,0,159
OBTP8,Someone is undressing,225,510
OBTP8,Grasping onto a doorknob,67,282
4021N,Holding a box,192,666
4021N,Putting a box somewhere,576,687
4021N,Holding a pillow,0,236
4021N,Closing a box,324,531
4021N,Opening a box,211,342
4021N,Taking a box from somewhere,144,315
4021N,Holding some clothes,50,248
ZSHWE,Putting a towel/s somewhere,280,467
ZSHWE,Holding a book,0,563
ZSHWE,Someone is undressing,364,675
ZSHWE,Taking a towel/s from somewhere,252,419
ZSHWE,Holding a towel/s,0,450
ZSHWE,Putting clothes somewhere,528,666
ZSHWE,Holding some clothes,540,656
ZSHWE,Taking some clothes from somewhere,376,637
SFDTP,Taking something from a box,355,534
SFDTP,Holding some clothes,369,743
SFDTP,Someone is standing up from somewhere,0,743
SFDTP,Holding a towel/s,350,743
SFDTP,Taking a towel/s from somewhere,343,743
Q5EPP,Taking/consuming some medicine,537,666
Q5EPP,Holding some medicine,50,959
SK6FW,Holding a broom,328,815
SK6FW,Someone is undressing,0,450
SK6FW,Taking a broom from somewhere,384,815
SK6FW,Throwing clothes somewhere,120,270
VHIG7,Holding some food,0,131
VHIG7,Taking food from somewhere,0,97
VHIG7,Watching a laptop or something on a laptop,0,695
VHIG7,Someone is eating something,0,695
VHIG7,Working/Playing on a laptop,0,695
VHIG7,Working at a table,0,695
0R6K4,Drinking from a cup/glass/bottle,117,539
0R6K4,Holding a cup/glass/bottle of something,110,229
0R6K4,Drinking from a cup/glass/bottle,192,380
0R6K4,Putting something on a table,441,572
0R6K4,Holding a dish,103,577
PSPMA,Putting on shoe/shoes,60,517
PSPMA,Watching television,0,517
PSPMA,Sitting in a chair,0,517
PSPMA,Putting a dish/es somewhere,0,155
MD41D,Holding a phone/camera,160,947
MD41D,Watching/Looking outside of a window,264,903
MD41D,Taking a picture of something,924,1007
MD41D,Walking through a doorway,924,1007
SDXZ8,Holding a vacuum,854,1234
SDXZ8,Taking a vacuum from somewhere,804,930
SDXZ8,Holding a dish,278,666
SDXZ8,Wash a dish/dishes,199,591
SDXZ8,Putting a dish/es somewhere,489,651
SDXZ8,Tidying something on the floor,960,1234
SDXZ8,Taking a dish/es from somewhere,26,671
S673O,Lying on a sofa/couch,0,75
S673O,Holding a cup/glass/bottle of something,232,510
S673O,Sitting on sofa/couch,21,510
S673O,Lying on a sofa/couch,0,450
U79C9,Snuggling with a blanket,480,863
U79C9,Taking a blanket from somewhere,367,647
U79C9,Taking off some shoes,76,419
N915C,Taking a broom from somewhere,520,839
N915C,Tidying up with a broom,501,839
N915C,Snuggling with a blanket,345,839
N915C,Someone is undressing,0,397
N915C,Walking through a doorway,0,107
N915C,Tidying something on the floor,566,839
N915C,Putting clothes somewhere,146,433
N915C,Taking a blanket from somewhere,369,685
FXRMG,Putting something on a table,444,565
FXRMG,Holding a book,36,546
FXRMG,Closing a door,566,702
FXRMG,Opening a door,549,673
FXRMG,Walking through a doorway,561,745
FXRMG,Putting a book somewhere,451,599
FXRMG,Taking a book from somewhere,0,138
FXRMG,Someone is standing up from somewhere,494,611
FXRMG,Watching/Reading/Looking at a book,31,174
FXRMG,Grasping onto a doorknob,542,668
P68QV,Holding a bag,566,714
P68QV,Someone is smiling,0,83
P68QV,Playing with a phone/camera,0,378
P68QV,Holding a phone/camera,0,671
P68QV,Taking a bag from somewhere,554,767
P68QV,Someone is eating something,345,767
P68QV,Putting some food somewhere,304,767
P68QV,Holding some food,324,483
P68QV,Walking through a doorway,636,767
78XZ9,Closing a book,655,763
78XZ9,Holding a book,0,763
78XZ9,Opening a book,151,481
78XZ9,Someone is smiling,88,239
78XZ9,Smiling at a book,48,763
78XZ9,Watching/Reading/Looking at a book,12,763
78XZ9,Someone is laughing,139,763
78XZ9,Taking a book from somewhere,0,104
0VOQC,Holding a phone/camera,0,215
0VOQC,Opening a bag,129,251
0VOQC,Someone is running somewhere,0,116
0VOQC,Putting a phone/camera somewhere,0,227
0VOQC,Holding a bag,0,420
0VOQC,Someone is eating something,139,420
0VOQC,Holding a sandwich,192,420
0VOQC,Eating a sandwich,288,420
E6Q95,Watching television,295,419
E6Q95,Snuggling with a blanket,264,431
E6Q95,Someone is undressing,88,282
E6Q95,Someone is going from standing to sitting,74,193
E6Q95,Holding a blanket,201,623
E6Q95,Holding some food,336,623
E6Q95,Taking a blanket from somewhere,196,623
E6Q95,Someone is eating something,336,623
E6Q95,Sitting on sofa/couch,67,623
G99VH,Holding a phone/camera,115,567
G99VH,Taking a phone/camera from somewhere,220,462
G99VH,Holding some medicine,453,899
G99VH,Taking a picture of something,417,800
G99VH,Putting a phone/camera somewhere,36,428
G99VH,Taking/consuming some medicine,170,373
G99VH,Holding some medicine,319,731
G99VH,Holding a cup/glass/bottle of something,477,697
DWHPO,Putting some food somewhere,76,335
DWHPO,Taking food from somewhere,31,181
DWHPO,Sitting in a chair,0,743
DWHPO,Sitting at a table,0,743
DWHPO,Putting something on a table,252,356
DWHPO,Holding a bag,211,361
DWHPO,Taking a phone/camera from somewhere,657,743
DWHPO,Putting a phone/camera somewhere,376,510
DWHPO,Someone is eating something,645,743
DWHPO,Holding a phone/camera,93,210
H603E,Holding a book,0,692
H603E,Opening a book,0,191
H603E,Watching/Reading/Looking at a book,0,680
H603E,Watching a laptop or something on a laptop,0,791
H603E,Sitting in a chair,0,791
H603E,Putting their paper/notebook somewhere,496,695
H603E,Someone is holding a paper/notebook,0,179
H603E,Someone is holding a paper/notebook,211,570
H603E,Working/Playing on a laptop,76,361
H603E,Someone is eating something,636,791
H603E,Working at a table,0,791
H603E,Throwing something on the floor,566,683
H603E,Holding some food,585,791
H603E,Taking food from somewhere,592,750
H603E,Working on paper/notebook,0,656
H603E,Holding a sandwich,650,791
H603E,Sitting at a table,0,791
CBXVQ,Holding some food,180,339
CBXVQ,Taking food from somewhere,9,243
CBXVQ,Opening a closet/cabinet,177,529
CBXVQ,Washing their hands,451,812
CBXVQ,Tidying up a closet/cabinet,96,519
PN4MI,Working on paper/notebook,86,330
PN4MI,Eating a sandwich,117,313
PN4MI,Someone is laughing,374,716
PN4MI,Sitting on a table,0,255
PN4MI,Working at a table,0,767
PN4MI,Someone is holding a paper/notebook,0,767
PN4MI,Holding a dish,0,767
PN4MI,Holding some food,0,767
PN4MI,Someone is smiling,7,164
PN4MI,Watching/Reading/Looking at a book,96,325
PN4MI,Someone is eating something,424,608
VJ2QS,Holding some food,268,503
VJ2QS,Sitting in a chair,247,510
VJ2QS,Sitting at a table,249,512
VJ2QS,Taking food from somewhere,273,378
VJ2QS,Taking a bag from somewhere,273,378
VJ2QS,Throwing a bag somewhere,283,491
VJ2QS,Taking a cup/glass/bottle from somewhere,38,138
VJ2QS,Someone is standing up from somewhere,0,347
VJ2QS,Putting a cup/glass/bottle somewhere,38,260
VJ2QS,Throwing food somewhere,240,519
FI1LR,Putting groceries somewhere,105,759
FI1LR,Putting some food somewhere,9,752
AY08E,Smiling in a mirror,247,520
AY08E,Watching something/someone/themselves in a mirror,259,520
AY08E,Someone is smiling,259,520
AY08E,Holding some clothes,0,520
7XNAI,Someone is smiling,184,281
7XNAI,Someone is going from standing to sitting,132,281
7XNAI,Sitting on sofa/couch,134,281
7XNAI,Putting something on a table,24,193
7XNAI,Putting some food somewhere,24,193
7XNAI,Working at a table,206,281
7XNAI,Working/Playing on a laptop,180,281
7XNAI,Sitting at a table,184,281
IST7I,Holding some food,398,683
IST7I,Watching television,0,970
IST7I,Opening a box,0,99
IST7I,Someone is eating something,441,786
IST7I,Holding a blanket,840,970
IST7I,Holding a box,0,119
IST7I,Taking something from a box,530,711
IST7I,Sitting on sofa/couch,0,970
OI3BC,Walking through a doorway,0,128
OI3BC,Holding a towel/s,0,140
OI3BC,Closing a closet/cabinet,273,474
OI3BC,Putting clothes somewhere,12,195
OI3BC,Putting a towel/s somewhere,62,258
OI3BC,Closing a door,276,589
OI3BC,Throwing clothes somewhere,60,222
OI3BC,Tidying a shelf or something on a shelf,259,579
F4BJJ,Opening a book,252,719
F4BJJ,Taking paper/notebook from somewhere,67,306
F4BJJ,Holding a bag,36,299
F4BJJ,Putting a bag somewhere,184,301
F4BJJ,Holding a book,175,719
F4BJJ,Smiling at a book,338,719
F4BJJ,Watching/Reading/Looking at a book,237,719
F4BJJ,Someone is running somewhere,0,107
F4BJJ,Putting something on a table,14,287
F4BJJ,Taking a book from somewhere,134,330
F4BJJ,Taking a bag from somewhere,115,287
83654,Sitting at a table,247,743
83654,Someone is going from standing to sitting,120,361
83654,Opening a box,424,654
83654,Putting something on a table,146,306
83654,Sitting in a chair,196,356
83654,Holding a sandwich,0,241
83654,Holding a dish,0,236
83654,Putting a sandwich somewhere,0,313
83654,Holding a box,321,743
83654,Putting a dish/es somewhere,0,301
0G0YF,Someone is cooking something,100,705
0G0YF,Holding a dish,369,519
0R5GS,Holding a box,38,767
0R5GS,Taking a box from somewhere,24,171
0R5GS,Watching something/someone/themselves in a mirror,283,709
0R5GS,Someone is running somewhere,261,767
PVB4S,Throwing a bag somewhere,400,608
PVB4S,Taking a bag from somewhere,132,440
PVB4S,Putting a bag somewhere,444,594
PVB4S,Tidying something on the floor,561,726
PVB4S,Holding a bag,136,447
N2OCX,Someone is laughing,45,265
N2OCX,Someone is sneezing,160,274
N2OCX,Holding a broom,19,274
Q5GVZ,Holding a cup/glass/bottle of something,81,299
Q5GVZ,Watching/looking at a picture,88,299
Q5GVZ,Putting a towel/s somewhere,264,299
R7107,Working/Playing on a laptop,0,335
R7107,Opening a door,4,186
R7107,Sitting on sofa/couch,0,335
R7107,Holding a bag,76,335
R7107,Closing a door,84,263
UMOE4,Taking something from a box,120,255
UMOE4,Holding a picture,0,258
UMOE4,Reaching for and grabbing a picture,156,265
UMOE4,Someone is running somewhere,148,279
UMOE4,Someone is standing up from somewhere,0,287
QLWQ4,Holding some clothes,62,339
QLWQ4,Taking some clothes from somewhere,513,863
QLWQ4,Tidying some clothes,57,1040
QLWQ4,Putting clothes somewhere,513,1040
QLWQ4,Putting clothes somewhere,67,344
QLWQ4,Throwing clothes somewhere,508,704
QLWQ4,Taking some clothes from somewhere,62,234
QLWQ4,Taking a blanket from somewhere,74,212
QLWQ4,Someone is standing up from somewhere,0,1127
QLWQ4,Putting a blanket somewhere,100,339
QLWQ4,Putting something on a table,232,356
QLWQ4,Tidying up a table,223,356
S9P0W,Turning off a light,650,781
S9P0W,Holding a towel/s,0,327
S9P0W,Putting a towel/s somewhere,172,323
S9P0W,Pouring something into a cup/glass/bottle,297,524
S9P0W,Tidying up a towel/s,0,289
U1DTW,Holding a broom,0,815
U1DTW,Tidying up with a broom,0,589
U1DTW,Watching/Looking outside of a window,523,815
U1DTW,Tidying something on the floor,499,601
R6CIX,Sitting on sofa/couch,352,481
R6CIX,Fixing a door,0,272
R6CIX,Someone is going from standing to sitting,352,481
2PREF,Someone is cooking something,45,231
2PREF,Opening a closet/cabinet,196,361
2PREF,Putting something on a table,333,469
2PREF,Putting a dish/es somewhere,0,143
2PREF,Closing a closet/cabinet,242,363
2PREF,Putting some food somewhere,237,471
2PREF,Taking food from somewhere,208,344
2PREF,Holding some food,240,457
2PREF,Putting groceries somewhere,350,467
2PREF,Holding a dish,0,131
57J92,Eating a sandwich,225,911
57J92,Holding a broom,0,911
57J92,Someone is smiling,237,848
57J92,Tidying something on the floor,0,911
57J92,Holding a sandwich,710,831
57J92,Tidying up with a broom,26,911
57J92,Someone is eating something,715,848
57J92,Watching television,0,911
R2DA8,Putting a dish/es somewhere,540,735
R2DA8,Someone is sneezing,168,414
R2DA8,Sitting at a table,0,469
R2DA8,Opening a refrigerator,674,812
R2DA8,Working/Playing on a laptop,0,423
R2DA8,Someone is standing up from somewhere,384,512
R2DA8,Sitting in a chair,0,479
R2DA8,Taking a dish/es from somewhere,552,663
R2DA8,Throwing something on the floor,784,823
R2DA8,Throwing food somewhere,789,823
VCU4P,Holding a blanket,26,512
VCU4P,Putting a blanket somewhere,396,584
VCU4P,Tidying up a blanket/s,26,476
VCU4P,Someone is smiling,0,95
VCU4P,Putting something on a table,391,575
VCU4P,Someone is laughing,0,83
U3OJV,Holding a phone/camera,0,692
U3OJV,Drinking from a cup/glass/bottle,0,692
U3OJV,Sitting in a chair,0,692
U3OJV,Playing with a phone/camera,0,692
U3OJV,Holding a cup/glass/bottle of something,0,692
T1CQE,Opening a bag,453,535
T1CQE,Taking a bag from somewhere,192,356
T1CQE,Sitting on the floor,405,535
T1CQE,Putting a bag somewhere,415,535
T1CQE,Sitting in a bed,420,535
T1CQE,Someone is going from standing to sitting,350,488
T1CQE,Holding a bag,165,535
FPNT1,Holding a laptop,0,443
FPNT1,Throwing a book somewhere,158,267
FPNT1,Holding a box,0,337
3ZKDY,Lying on a sofa/couch,0,428
3ZKDY,Snuggling with a blanket,0,431
3ZKDY,Someone is awakening somewhere,206,647
3MAY9,Holding a phone/camera,108,486
3MAY9,Pouring something into a cup/glass/bottle,280,464
3MAY9,Turning off a light,144,565
3MAY9,Drinking from a cup/glass/bottle,168,469
3MAY9,Taking a picture of something,252,632
3MAY9,Holding a cup/glass/bottle of something,278,647
3MAY9,Putting something on a shelf,252,368
3MAY9,Putting a phone/camera somewhere,249,366
0TQZQ,Closing a book,350,450
0TQZQ,Holding a book,0,527
0TQZQ,Watching/Reading/Looking at a book,0,450
0TQZQ,Walking through a doorway,362,486
G70A2,Tidying a shelf or something on a shelf,88,306
G70A2,Someone is sneezing,0,162
R00LO,Someone is eating something,580,750
R00LO,Taking food from somewhere,376,507
R00LO,Walking through a doorway,211,339
R00LO,Taking a blanket from somewhere,199,791
R00LO,Holding a dish,520,791
R00LO,Holding a sandwich,520,791
R00LO,Taking a dish/es from somewhere,520,791
R00LO,Holding some food,487,791
R00LO,Snuggling with a blanket,208,791
R00LO,Eating a sandwich,573,791
CMD0M,Holding a cup/glass/bottle of something,393,743
CMD0M,Pouring something into a cup/glass/bottle,424,735
CMD0M,Tidying a shelf or something on a shelf,0,471
CMD0M,Taking a cup/glass/bottle from somewhere,386,743
2WGSN,Drinking from a cup/glass/bottle,0,265
2WGSN,Holding a cup/glass/bottle of something,0,287
2WGSN,Washing something with a towel,328,565
2WGSN,Washing a cup/glass/bottle,192,438
2WGSN,Wash a dish/dishes,372,649
2WGSN,Putting a cup/glass/bottle somewhere,0,291
2WGSN,Taking a towel/s from somewhere,336,558
2WGSN,Taking a cup/glass/bottle from somewhere,177,296
KV99H,Opening a bag,50,311
KV99H,Holding a shoe/shoes,211,342
KV99H,Holding a bag,24,720
KV99H,Taking a bag from somewhere,24,143
KV99H,Putting shoes somewhere,192,407
KV99H,Taking shoes from somewhere,192,311
KV99H,Putting a book somewhere,384,551
KV99H,Putting clothes somewhere,506,720
EDVAM,Holding a pillow,0,169
EDVAM,Closing a window,244,383
EDVAM,Someone is standing up from somewhere,74,188
EDVAM,Sitting on sofa/couch,0,167
R1S1Z,Throwing a bag somewhere,235,359
R1S1Z,Putting some food somewhere,0,551
R1S1Z,Holding a bag,0,416
R1S1Z,Sitting on the floor,40,493
R1S1Z,Putting something on a shelf,84,495
R1S1Z,Holding some food,0,551
R1S1Z,Someone is standing up from somewhere,388,517
R1S1Z,Opening a bag,0,157
R1S1Z,Opening a refrigerator,48,143
R1S1Z,Throwing food somewhere,72,359
R1S1Z,Putting groceries somewhere,72,359
FDYQZ,Holding a pillow,0,791
FDYQZ,Someone is undressing,146,385
FDYQZ,Someone is laughing,21,219
FDYQZ,Someone is smiling,21,219
FDYQZ,Watching something/someone/themselves in a mirror,115,397
V3DJ5,Snuggling with a blanket,0,647
V3DJ5,Holding some food,405,577
V3DJ5,Taking food from somewhere,340,579
V3DJ5,Someone is sneezing,285,447
V3DJ5,Someone is smiling,340,519
V3DJ5,Lying on a sofa/couch,0,647
V3DJ5,Someone is eating something,343,647
9GMHF,Opening a door,307,447
9GMHF,Taking a broom from somewhere,343,476
9GMHF,Closing a closet/cabinet,266,397
9GMHF,Closing a door,295,414
9GMHF,Holding a broom,369,746
9GMHF,Tidying up with a broom,415,746
9GMHF,Holding some clothes,0,303
9GMHF,Tidying some clothes,0,327
9GMHF,Putting clothes somewhere,0,349
G6MYM,Putting some food somewhere,408,767
G6MYM,Watching something/someone/themselves in a mirror,0,767
G6MYM,Opening a door,194,407
G6MYM,Fixing their hair,403,572
G6MYM,Holding a bag,268,767
G6MYM,Putting groceries somewhere,352,767
G6MYM,Walking through a doorway,242,387
G6MYM,Opening a bag,369,767
7HZHM,Taking something from a box,72,347
7HZHM,Someone is undressing,232,519
7HZHM,Someone is sneezing,364,606
7HZHM,Someone is undressing,552,745
7HZHM,Watching something/someone/themselves in a mirror,76,231
7HZHM,Throwing clothes somewhere,422,565
7HZHM,Throwing something on the floor,405,560
XOMJ4,Holding some medicine,12,186
XOMJ4,Taking/consuming some medicine,7,455
XOMJ4,Closing a closet/cabinet,376,563
XOMJ4,Someone is going from standing to sitting,460,594
XOMJ4,Holding some medicine,21,579
XOMJ4,Sitting in a chair,468,692
XOMJ4,Opening a closet/cabinet,0,150
XOMJ4,Putting something on a table,4,133
XOMJ4,Pouring something into a cup/glass/bottle,146,315
XOMJ4,Sitting at a table,492,608
XOMJ4,Putting a cup/glass/bottle somewhere,400,539
XOMJ4,Holding a cup/glass/bottle of something,55,527
XOMJ4,Taking a cup/glass/bottle from somewhere,45,527
L2ZZB,Holding a phone/camera,492,671
L2ZZB,Someone is undressing,0,462
L2ZZB,Someone is going from standing to sitting,487,661
L2ZZB,Putting clothes somewhere,345,534
L2ZZB,Playing with a phone/camera,724,887
L2ZZB,Snuggling with a blanket,720,887
L2ZZB,Lying on the floor,549,887
L2ZZB,Putting clothes somewhere,0,704
L2ZZB,Taking a phone/camera from somewhere,561,887
L2ZZB,Playing with a phone/camera,561,887
5ACD3,Putting a cup/glass/bottle somewhere,984,1103
5ACD3,Watching/Looking outside of a window,72,719
5ACD3,Someone is standing up from somewhere,984,1103
5ACD3,Putting something on a table,984,1103
5ACD3,Drinking from a cup/glass/bottle,304,678
UAT1F,Opening a laptop,424,627
UAT1F,Closing a book,235,373
UAT1F,Opening a book,48,191
UAT1F,Taking a book from somewhere,12,186
UAT1F,Putting something on a shelf,314,555
UAT1F,Putting something on a table,328,488
UAT1F,Holding a book,12,452
UAT1F,Putting a book somewhere,360,488
UAT1F,Putting their paper/notebook somewhere,278,491
UAT1F,Working/Playing on a laptop,432,601
UAT1F,Someone is holding a paper/notebook,9,481
MZOPX,Someone is going from standing to sitting,403,589
MZOPX,Working/Playing on a laptop,0,459
MZOPX,Washing a cup/glass/bottle,566,887
MZOPX,Wash a dish/dishes,535,887
MZOPX,Sitting in a chair,0,519
MZOPX,Sitting at a table,0,582
MZOPX,Working at a table,0,529
MZOPX,Watching a laptop or something on a laptop,0,529
VLE11,Opening a book,532,711
VLE11,Working on paper/notebook,528,815
VLE11,Sitting at a table,0,815
VLE11,Sitting in a chair,0,815
VLE11,Working at a table,544,815
VLE11,Playing with a phone/camera,0,366
VLE11,Taking paper/notebook from somewhere,508,704
VLE11,Putting a phone/camera somewhere,472,596
VLE11,Holding a phone/camera,0,591
VLE11,Someone is holding a paper/notebook,691,815
VLE11,Putting a book somewhere,504,644
VLE11,Putting something on a table,482,596
VLE11,Watching/Reading/Looking at a book,588,815
S67WR,Opening a door,578,719
S67WR,Fixing a vacuum,259,623
00SL4,Opening a door,0,61
00SL4,Putting clothes somewhere,57,212
00SL4,Opening a closet/cabinet,28,155
00SL4,Closing a closet/cabinet,144,239
00SL4,Holding some clothes,7,191
SYMIR,Taking off some shoes,309,791
SYMIR,Someone is standing up from somewhere,614,779
SYMIR,Someone is undressing,127,349
SYMIR,Taking shoes from somewhere,386,762
SYMIR,Taking some clothes from somewhere,148,323
SYMIR,Holding some clothes,223,366
SYMIR,Walking through a doorway,2,169
SYMIR,Closing a door,28,167
SYMIR,Putting clothes somewhere,223,366
SYMIR,Opening a door,0,114
SYMIR,Throwing something on the floor,424,745
SYMIR,Grasping onto a doorknob,7,186
U3VOM,Snuggling with a blanket,0,767
U3VOM,Putting clothes somewhere,314,560
U3VOM,Watching television,602,767
U3VOM,Holding some clothes,237,476
U3VOM,Watching television,0,767
U3VOM,Lying on a bed,0,767
U3VOM,Throwing something on the floor,345,483
U3VOM,Throwing clothes somewhere,345,483
U3VOM,Throwing a blanket somewhere,345,483
U3VOM,Holding a blanket,189,457
Q01UB,Someone is undressing,276,493
Q01UB,Someone is dressing,0,347
Q01UB,Taking shoes from somewhere,304,716
Q01UB,Putting shoes somewhere,597,776
Q01UB,Taking off some shoes,264,699
S72J9,Closing a door,74,275
S72J9,Drinking from a cup/glass/bottle,60,308
S72J9,Watching/Looking outside of a window,372,627
6EU06,Holding a book,0,572
6EU06,Sitting at a table,0,767
6EU06,Washing a table,489,767
6EU06,Tidying up a table,146,517
6EU06,Closing a book,91,224
6EU06,Washing something with a towel,501,767
6EU06,Working on paper/notebook,0,200
6EU06,Putting their paper/notebook somewhere,132,515
6EU06,Working at a table,0,548
6EU06,Taking a book from somewhere,36,150
6EU06,Sitting on the floor,201,368
6EU06,Throwing something on the floor,208,375
6EU06,Someone is laughing,26,169
6EU06,Watching/Reading/Looking at a book,0,227
6EU06,Someone is smiling,144,265
6EU06,Taking a towel/s from somewhere,482,603
6EU06,Putting a book somewhere,160,301
PVVQS,Holding a shoe/shoes,132,255
PVVQS,Turning on a light,120,253
PVVQS,Someone is laughing,168,505
PVVQS,Throwing shoes somewhere,552,695
PVVQS,Walking through a doorway,0,215
PVVQS,Someone is smiling,168,695
PVVQS,Throwing something on the floor,556,714
PVVQS,Putting shoes somewhere,561,745
FU2HI,Holding a broom,0,887
FU2HI,Tidying up with a broom,0,887
FU2HI,Tidying something on the floor,0,887
MI76A,Lying on a sofa/couch,0,123
MI76A,Closing a book,2,99
MI76A,Lying on a bed,0,791
MI76A,Putting a book somewhere,0,222
MI76A,Watching/Reading/Looking at a book,12,577
WFVD3,Closing a book,0,296
WFVD3,Throwing a book somewhere,244,440
WFVD3,Turning off a light,208,342
WFVD3,Walking through a doorway,302,479
WFVD3,Holding a book,0,503
